id,keyword,text,target
174,cấp cứu,"Tục lụy nước ngoài:
Tôi không sợ chết nhưng cũng không vội vàng tiến tới cái chết! Tôi có rất nhiều điều muốn làm lần đầu tiên

Tục lụy lời Việt:
Cố ý thử thắng trước khi cho xe chạy! Cố ý thử trì hoản ý định tự tử và ALO đến tổng đài cấp cứu 114",0
175,cấp cứu,@bongBAYC có thở đâu ..đi cấp cứu zôi,0
176,cấp cứu,"TÚI SƠ CẤP CỨU Y TẾ LOẠI A,B,C LH 0909.087.114, MIỄN PHÍ VẬN CHUYỂN https://t.co/ztCFhGaLvV",1
177,cấp cứu,Đưa một Cụ Ông cấp cứu tại bệnh viện đa khoa Đồng Nai. Được biết gia đình Cụ rất khó khăn. Thương... https://t.co/JDLYLrhUNn,1
178,cấp cứu,Đồng Nai: Sẵn sàng trực cấp cứu và phòng chống dịch Covid-19 | Bộ Sưu Tập chủ đề nói về bệnh viện phổi đồng nai đúng nhất https://t.co/zgERZrRUXE,1
179,cấp cứu,"Dịch bệnh nghiêm trọng đầu tiên mà thế hệ chúng ta phải đối mặt. Dịch tới gần hơn với tất cả mọi người, rồi 63 tỉnh thành đều có ca nhiễm. Ngoài đường vắng đi và rất nhiều người phải nghe tiếng cấp cứu bên tai mỗi ngày.",1
180,cấp cứu,@OUchan_hubi_ C cũng cần cấp cứu rồi Chan ơi ....khen Bin xong hết thời gian,0
182,cấp cứu,"@nngoc210 Cấp cứu, ô xi thiếu vs tấm này 🫦🫦 https://t.co/jTrsDnhKxW",0
183,cấp cứu,@NguyenDuyTai18 Làm gì có bs yta thì làm dc mịa gì . Đưa đi cấp cứu chứ . Trẻ con ăn uống phải có sự kiểm soát,0
184,cấp cứu,Hanbin thật bad boy mà =)) cần cấp cứu gấp https://t.co/aZzHMkP8ez,0
185,cấp cứu,"Theo thống kê từ Bộ Y tế, 6 ngày nghỉ Tết 2023, có 3.041 ca cấp cứu do đánh nhau, tăng so với Tết năm 2022.
https://t.co/waVRxBeoKz",1
187,cấp cứu,@NguyenDuyTai18 Tại sao không gọi điện cho bác sĩ đến để cấp cứu cho bé bệnh viện đa khoa tỉnh gì kỳ vậy tết thì cũng phải có bác sĩ trực chứ vụ việc này phải đưa về bộ xem sao,1
188,cấp cứu,"Bé trai bị hóc hạt Bí vào mồng 5 Tết,
Bệnh viện Sản Nhi Quảng Ngãi không chẩn đoán đúng bệnh, không cấp cứu kịp thời, nên bé trai đã ra đi vào mồng 6 Tết.
Cái kết thật đáng thương.
#Tet #Benhviensannhiquangngai https://t.co/wiVxDVhQJd",1
189,cấp cứu,"27/1/2023

Bé bị hóc hạt bí, đưa vô viện Sản Nhi Quảng Ngãi mùng 5 Tết, gia đình yêu cầu cấp cứu nhưng y tá làm qua loa, cẩu thả, ba mẹ yêu cầu nội soi nhưng y tá lại nói không có ai trực nói giờ mung 6 mới có bs làm ? 

Khoảng 23g, gia đình chở bé về…… https://t.co/UYnuX2e6aP",1
191,cấp cứu,má nó chứ đang đi tìm phông chữ dở mà mắc miếng bánh chưng vô họng đi cấp cứu hay gì trời mà design ra đc quả ảnh này vậy,0
192,cấp cứu,Vào viện cấp cứu sau 30 phút ăn đào https://t.co/Yt5VOnh7UD,1
193,cấp cứu,@itsnotthatbadok Lỡ bài mới thì gọi cấp cứu cho chị =)),0
194,cấp cứu,@chimai101064 thì cấp cứu tạm thời cho bà,0
195,cấp cứu,@SerenaLy2468 đợi vài ngày nữa t cấp cứu cái đt xong đã nhá =)))),0
197,cấp cứu,"Gia tăng các ca nhập viện cấp cứu dịp Tết trong đó có những ca bị viêm tụy cấp do bia rượu, để lại hậu quả rất nặng nề. https://t.co/DfhhEljnTD https://t.co/KavfFkkZGj",1
198,cấp cứu,"[01_25_Tin tức ở Hàn Quốc] 276 người đã đến phòng cấp cứu tại bệnh viện do đợt lạnh khắc nghiệt trong mùa đông năm nay. | Vào ngày 24, tất cả 476 chuyến bay khởi hành từ Sân bay Jeju đã bị hủy do sóng... #HànQuốc #ngườinướcngoài

https://t.co/1uMApZfUEB",1
199,cấp cứu,"Tính đến hết ngày mùng 2 Tết Quý Mão 2023, đã có 311 trường hợp khám, cấp cứu do pháo nổ các loại, số ca nhập viện vì bia rượu, đánh nhau giảm so với cùng ký năm 2022. https://t.co/zfOve46eKm https://t.co/LMu9aFXHFQ",1
201,cấp cứu,Cả ngàn người cấp cứu do đánh nhau trong 2 ngày đầu nghỉ Tết https://t.co/PAx3cbzR4j via @Nguoi Viet Online,1
202,cấp cứu,"@futacb614 nhiều quả tay ngang viết đỉnh lắm, năm ngoái t đọc fic trên ao3 mà còn có quả cấp cứu sản giật lạy từ dưới lạy lên cmnl, mà fic kphai có mỗi y mà kiến thức nền tôn giáo đ nào cũng biết í vì main chơi hệ phép thuật =))",0
203,cấp cứu,@hadu19941 Kêu xe cấp cứu sẳn lun giúp em,0
204,cấp cứu,Đã sml mới chui vào cấp cứu mà gặp thằng cha bác sĩ già dê đo điện tim. Nhiều thằng tồi vãi đến bệnh nhân thở đéo ra hơi mà còn động tay động chân.,0
206,cấp cứu,@DuyBnh61157516 Ui đi.t vào viện cấp cứu mà không có tiền chúng nó cho chết,0
207,cấp cứu,"Tổng số ca cấp cứu vì đánh nhau là 1.056 ca trong 2 ngày nghỉ Tết đầu tiên, tương đương Tết năm ngoái. Riêng từ 7h sáng 30 Tết đến ..https://t.co/OA16YrjtbJ",1
209,cấp cứu,"Mệt thật đó, đừng nói mới mùng 1 mùng 2 tết mà vào cấp cứu nằm chứ",0
210,cấp cứu,"Đỡ tui đi cấp cứu 
#mynameisnanon",0
211,cấp cứu,"Cấp cứu

https://t.co/BvGe4ioRbf

LISA SHINES IN RIYADH 
",0
212,cấp cứu,"Hà Nội sẵn sàng tiếp nhận, cấp cứu, điều trị bệnh nhân tai nạn giao thông https://t.co/ARJCLE0Hkt via @ICC VIỆT NAM",1
214,cấp cứu,"Hà Nội sẵn sàng tiếp nhận, cấp cứu, điều trị bệnh nhân tai nạn giao thông https://t.co/ARJCLE0Hkt via @ICC VIỆT NAM",1
215,cấp cứu,"28 Tết, nhà nhà người người nô nức về quê. 
Tôi: trực cấp cứu
Mồng 3 Tết, nhà nhà người người ăn Tết sum vầy
Tôi: vẫn là trực cấp cứu🥹",0
216,cấp cứu,Đừng làm mẹ cáu tập 14 | Quân hiểu lầm Hạnh đi chơi với nyc bỏ mặc bé Happi đi cấp cứu https://t.co/uUNFugsjbX,1
217,cấp cứu,"Khi đến địa phận xã Tòng Đậu thì bị mất phanh, va chạm với ba xe máy, tông vào taluy bên phải rồi bị lật nghiêng. Vụ tai nạn khiến ba người tử vong, khoảng 20 người bị thương đã được đưa đi cấp cứu.#xe_giường_nằm #quốc_lộ_6 #Hòa_Bình #mất_phanh https://t.co/nuU77LGwan",1
219,cấp cứu,"@Hongdiu51920262 @Anhs9989 Nhưng tối thiểu cái tên với cái ngày tháng sinh nó cũng phải làm cho nó tử tế. Ko được thì khỏi treo đi. Ai đời để 119, số gọi xe cấp cứu đấy. Tệ quá thể rồi",0
220,cấp cứu,@pete_s_tattoo Có khi vừa vô có 1 người đang nhập viện hoặc cấp cứu hỏng chừng 🥲,0
221,cấp cứu,"4 MINUTES
- Font chữ poster gợi nhắc đến điện tâm đồ
- 4 phút là thời gian “vàng” trong sơ cấp cứu ngừng tuần hoàn (++)

~♡ #BibleBuild #
@Buildbuilddd @biblesumett 
#BuildJakapan #BibleWichapas https://t.co/3vzvKu9YZV",0
223,cấp cứu,"Hà Nội sẵn sàng tiếp nhận, cấp cứu, điều trị bệnh nhân tai nạn giao thông https://t.co/ARJCLE0Hkt via @ICC VIỆT NAM",1
224,cấp cứu,"Cấp cứu đột quỵ đúng cách, giải nguy người bệnh là như thế nào? 
https://t.co/mnOb8vqju8",1
225,cấp cứu,"Năm nhâm dần này mở đầu bằng mùng 6 tết vô bệnh viện kết thúc bằng 27 tháng chạp cũng ở bv, trong năm thì 2 lần cấp cứu 1 lần sắp mổ https://t.co/0HzCgqmrx8",1
226,cấp cứu,@Ari33_06 Aaaaaaa.... xinh xỉu... gọi cấp cứu cho Linh đi...,0
227,cấp cứu,I need xe cấp cứu,0
229,cấp cứu,"Đến thời điểm này, nguồn máu đã sẵn sàng cung ứng cho mọi trường hợp cấp cứu đột xuất cũng như nhu cầu điều trị cơ bản xuyên Tết. https://t.co/g2OIKHFZrf https://t.co/EPaboYiGxU",1
230,cấp cứu,"chuyện vĩa hè 13/1/2023 Đêm trong nhà thương cấp cứu | UNV
https://t.co/dUZRmuszpo",1
231,cấp cứu,XỬ TRÍ CẤP CỨU CHẤN THƯƠNG MẮT #medicine https://t.co/0Kx4H1FuZZ qua @SlideShare,1
232,cấp cứu,"@dandenduatin Thấy cấn cấn ghê hông? Có clip khiên ng, có clip xe cấp cứu tới ko đèn, ko còi để chở xác, mà giờ ko giải thích đc",0
233,cấp cứu,[ Sóng thần với ca nhiễm COVID phải nhập viện và tử vong ở Trung Quốc tăng mạnh sau khi các hạn chế liên quan COVID được gỡ bỏ ] Thượng Hải ( Shanghai ) ~ 13/01/2023: Khu vực cấp cứu tại một bệnh viện ( ko rõ cụ thể tên bênh viện ) https://t.co/wowyHcq202,1
234,cấp cứu,Tôi méo ổn rồi... gọi cấp cứu giúp với huhuhuhu,0
236,cấp cứu,https://t.co/dmHK32OJaE Túi Sơ Cấp Cứu Y Tế Loại C(Ban hành kèm theo Thông tư số 19/2016/TT-BYT ngày 30 tháng 6 năm 2016 của Bộ trưởng Bộ Y tế)?0933 873 114 (Zalo/Call) - 0933 878 114,1
237,cấp cứu,https://t.co/etoUUN5n6d Túi Sơ Cấp Cứu Y Tế Loại B(Ban hành kèm theo Thông tư số 19/2016/TT-BYT ngày 30 tháng 6 năm 2016 của Bộ trưởng Bộ Y tế)?0933 873 114 (Zalo/Call) - 0933 878,1
238,cấp cứu,https://t.co/m6iYVoAnoP Túi Sơ Cấp Cứu Y Tế Loại A(Ban hành kèm theo Thông tư số 19/2016/TT-BYT ngày 30 tháng 6 năm 2016 của Bộ trưởng Bộ Y tế)?0933 873 114 (Zalo/Call) - 0933 878 1,1
240,cấp cứu,"Trong clip có tận 2 tiếng nữ khóc chứ ko phải 1 :) muốn bê bô cho đảng cũng phải hợp tình hợp lý chút nha tụi bay, à ý bây là 1 đi cấp cứu còn 1 thành ma rồi đúng ko ?",0
242,cấp cứu,"@lechauphuongtu ĐM,nghe rõ tiếng khóc la tuyệt vọng của bé gái và tiếng người la: dang chân nó ra,và rồi thấy một số người khiên ai đó đi cấp cứu,khốn nạn,lủ khốn nạn giờ đây dùng quyền lực để dập tắt dư luận xã hội, lủ chó.",1
243,cấp cứu,@17s_chiizu =)))))) t còn bảo là có khi tankhun xem cam đưa đi viện cấp cứu hoặc coá thần y cấp cứu luôn tại chỗ chứ không biết nên logic như nào,1
244,cấp cứu,"Sơ cấp cứu lẹ, đm klang lak quớ!!!!!! #CutiePie2YouEP2 https://t.co/ZzLPeMfCgX",1
246,cấp cứu,"Hôm 22-12 vừa rồi, nhà bên ca hát làm mẹ tôi mệt, không chịu nổi nên phải đi cấp cứu. Tôi qua yêu cầu nhà bên hát nhỏ lại thì nhận được câu trả lời ""Mẹ mày mệt thì kệ mẹ mày"". Họ còn kéo nhiều người sang đập phá cửa nhà tôi.
#Karaoke #Vấn_nạn #Hotnews https://t.co/sZ73i9IH7o",1
247,cấp cứu,Nói không nghe .Đi cấp cứu .Mệt quá thôi. .Ông Tây bị gì tuyến giáp ý ... https://t.co/oWdEOEys0E qua @YouTube,1
248,cấp cứu,2 Nữ sinh xấu số Trường HUFLIT: Clip la hét thảm thiết+Clip xe cấp cứu k... https://t.co/seHSlRXwdJ via @YouTube,1
250,cấp cứu,@lemonadee_mak ngu dkm có bằng chứng ko ? video âm thanh là từ cái vụ trộm tiền tuần trước 1 video cấp cứu 2018 1 video tự tử ở gò vấp dkm thiểu năng vkl,1
251,cấp cứu,@deeznusrz ngu dkm có bằng chứng ko ? video âm thanh là từ cái vụ trộm tiền tuần trước 1 video cấp cứu 2018 1 video tự tử ở gò vấp dkm thiểu năng vkl,1
252,cấp cứu,@Shilorathena ghê thế xuyên không từ 2018 sang 2023 để cấp cứu luôn,0
253,cấp cứu,"cấp cứu cái địn thoại 
FAREWELL CONCEPT PHOTO
#TXT_Farewell #TEMPTATION 
#TOMORROW_X_TOGETHER 
@TXT_members @TXT_bighit",0
254,cấp cứu,"TÚI SƠ CẤP CỨU Y TẾ LOẠI A,B,C LH 0909.087.114, MIỄN PHÍ VẬN CHUYỂN https://t.co/ztCFhGaLvV https://t.co/PDQgR7O6f1",1
255,cháy,Giải pháp sử dụng camera AI cảnh báo cháy rừng bán kính 20 km https://t.co/qRxCkaLEhE,1
257,cháy,Giải pháp lắp đặt camera AI cảnh báo cháy rừng - bảo vệ rừng https://t.co/AfysCQPbAf,1
258,cháy,"TIN ÚC CHÂU 10AM - 17/01/2023 - Nguy cơ nước Úc ""kiệt sức"" vì cháy rừng ... https://t.co/30ZIbVD5xD qua @YouTube",1
259,cháy,"Hà Nội liên tiếp xảy ra cháy rừng, lãnh đạo Sở Nông nghiệp nói gì?: https://t.co/Ncss7zMuBl https://t.co/RRLJcIWPuh",1
260,cháy,"Thời tiết Úc nói chung và Melbourne nói riêng năm nay thật sự là kỳ lạ. Bây giờ đã qua đầu Tháng Hai mà ra đường phố vẫn phải mặc áo ấm. 

Trước đó hơn một tuần vẫn có một vài ngày nóng đổ lửa…và người ta đã sợ rằng sẽ có cháy rừng vài nơi nào đó.",1
262,cháy,"Bảo vệ củi lửa, đề phòng cháy rừng. Tự nhiên trong đầu nảy ra câu này🥲🥲 #BetweenUsEP8",1
263,cháy,"@UN Cứ nhìn những mỏ than đá trầm tích, các vùng than bùn, vĩa gas hữu cơ v.v cùng các trận cháy rừng lịch sử đó cũng là cách nhìn hành tinh tồn tại sự sống so với biến đổi khí hậu khắc nghiệt hiện tăng &amp; hiểu ra ""LÝ"": Thuyền Noe, Hỏa tinh với Hành tinh mới.",0
264,cháy,"Bão lũ, cháy rừng gây thiệt hại trên 353 tỷ USD trong năm 2022 https://t.co/LXyjMn2g9l",1
265,cháy,Dùng Trí Tuệ Nhân Tạo để chiến đấu chống lại cháy rừng: https://t.co/7hO3f1MRar,1
266,cháy,"@haunguyen201293 @c0mmand0_2022 Dioxin ở lúc rải thì người ta chỉ biết nó là thuốc cỏ, gây rụng lá cây &amp; hậu quả của nó vẫn chưa rõ ràng với người trong khu vực. Còn bắn đạn cháy (hoặc phốt pho trắng) là nhằm mục đích giết người, nếu sử dụng trong khu dân cư là tội ác.",1
268,cháy,Chùm ảnh về những thứ con người mất đi vì cháy rừng: Cái giá mỗi người phải trả khi cả thế giới nóng lên https://t.co/BJadcs4g6t,1
269,cháy,Một Su34 của #Nga #Russia đã hạ cánh khẩn cấp tại một cánh rừng #Ukraine .Một phi công phụ ra đi còn phi công chính nhảy dù chạy thoát https://t.co/IPx44E8K5L,1
270,cháy,bending beam load cell atex chống cháy nổ mp 77/250kg c3mre https://t.co/6tLAlmKu72 #Loadcell_MP77_250kg_C3MRE #MP77_250kg_C3MR #MP77_MP_77_250kg_C3MRE #MP_77_250kg_C3MR #Sartorius_Minebea_Intec_Load_Cell_EX_ATEX_Zone_0_1 #Cam_Bien_Luc_Can_San_Bon_Pheu_Silo_Bang_Tai_Chong_Rung,1
271,cháy,bending beam load cell atex chống cháy nổ mp 77/200kg c3mre https://t.co/KwIbVUIZAz #Loadcell_MP77_200kg_C3MRE #MP77_200kg_C3MR #MP77_MP_77_200kg_C3MRE #MP_77_200kg_C3MR #Sartorius_Minebea_Intec_Load_Cell_EX_ATEX_Zone_0_1 #Cam_Bien_Luc_Can_San_Bon_Pheu_Silo_Bang_Tai_Chong_Rung,1
273,cháy,"Dãy hàng quán ở Hà Đông bốc cháy rừng rực, một căn bị sập hoàn toàn https://t.co/yadT4buFqh",1
274,cháy,bending beam load cell atex chống cháy nổ mp 77/50kg c3mre https://t.co/VlJU4tnwbY #Loadcell #Load #Cell #EX #ATEX #MP77_50kg_C3MRE #MP77_50kg_C3MR #MP77 #MP_77_50kg_C3MRE #MP_77_50kg_C3MR #Sartorius_Minebea_Intec #Cam_Bien_Luc_Can_San_Bon_Pheu_Silo_Bang_Tai_Chong_Rung_Zone_0,1
275,cháy,@honghanh69x Chạy xe đường nào mà rùng lắc giữ vậy,0
276,cháy,bending beam load cell atex chống cháy nổ mp 77/20kg c3mre https://t.co/lrASQ98aWP #Loadcell #Load #Cell #EX #ATEX #MP77_20kg_C3MRE #MP77_20kg_C3MR #MP77 #MP_77_20kg_C3MRE #MP_77_20kg_C3MR #Sartorius_Minebea_Intec #Cam_Bien_Luc_Can_San_Bon_Pheu_Silo_Bang_Tai_Chong_Rung_Zone_0,1
277,cháy,CHÁY RỪNG RỰC. otp đánh đu ngoài lề làm mình cũng hốt theo,0
280,cháy,Số vụ cháy rừng ở Amazon tăng kỷ lục https://t.co/vx2o4why26,1
281,cháy,"@Thinng90971397 Việt cộng đang rung,các quan cộng đang kiếm đường cháy,kinh tế gần chết,ngành BDS thì kể như xong trắng tay,đang đợi Việt kiều cứu giở về hơn 12 tỷ đo năm,các đại gia Việt nam đem tiền đầu tư mua nhà hàng loạt ở Mỹ rồi đã chưa ai khôn bằng chúng",1
282,cháy,"[29112022] Apo’s IG story update

https://t.co/rdYXTlTFuQ…

Em bé đang đi chơi đúng hông? Hay đang chạy bộ nhỉ, hôm qua ẻm chụp bầu trời góc chụp giống như trong rừng, còn hôm nay là ở suối nè ~em bé chơi vui, thư giãn nhé 

@Nnattawin1 
#Nnattawin #apocolleagues https://t.co/yl2ajJeDxc",0
283,cháy,Giải pháp sử dụng camera AI cảnh báo cháy rừng bán kính 20 km https://t.co/qRxCkaLEhE,1
284,cháy,Giải pháp sử dụng camera AI cảnh báo cháy rừng bán kính 20 km https://t.co/qRxCkaLEhE,1
285,động đất,đội ngũ IG đang khò kiểu: ơ động đất à,0
286,động đất,"Còn gì vui hơn khi người mình stan ai cx tài năng, sự nghiệp đang lên mạnh mẽ, còn đứa mình ghét thì đi xuống lòng đất, antidom ngày càng đông vui.",0
287,động đất,"take into account mùa đông đất này dài 6 tháng =)) tất nhiên là không phải nguyên 6 tháng em mặc áo đông :))) hôm nào nhiệt độ xuống dưới 5 độ thì em mới mặc, nhưng mà nói chung là mặc ấm vkl em chỉ cần mặc đúng 1 cái pullover ở trong khoác thêm CG vào là ấm no",0
290,động đất,tươi quá he =))))) trông chờ vào màn debut của bản hợp đồng đắt giá nhất lịch sử nước anh,0
291,động đất,đội ngũ IG đang khò kiểu: ơ động đất à,0
292,động đất,"Vào lúc 16h30 theo giờ địa phương, ĐTC đã tiếp các nạn nhân của bạo lực tại miền đông đất nước https://t.co/w8PHOZHqt7",1
293,động đất,"Cao Thủ ""mocen"" có tỷ suất lợi nhuận cao, rủi ro thấp.
📩Bạn gửi vàoEmail: apptudong@gmail.com để tôi gửi App Đánh Theo Cao Thủ - Tự động đặt lệnh (sao chép giao dịch) khi đang ngủ, 
và Danh sách Top 5 Cao Thủ giỏi nhất (lãi nhiều, ít rủi ro) #BTC #Ryan https://t.co/saCANF2wkI",0
295,động đất,"Enzo Fernandez gia nhập Chelsea và trở thành bản hợp đồng đắt giá nhất Ngoại Hạng Anh

Arsenal chiêu mộ thành công Jorginho 

Man Utd chiêu mộ Marcel Sabitzer thay thế Eriksen chấn thươn https://t.co/T1gZrBLiKX",0
296,động đất,"phi vụ chuyển nhượng căng thẳng nhất lịch sử CLB, toàn bộ thượng tầng chelsea làm tất cả mọi giá đưa em về, biến em trở thành bản hợp đồng đắt giá nhất lịch sử ngoại hạng anh. em biết mng kì vọng nhiều như nào ở em mà ha",0
297,động đất,Hoạt động tuần tra của Xna tại vùng tranh chấp Biển Đông đạt đỉnh mới https://t.co/tNTCYGL7iA,1
298,động đất,"Tôi còn nhớ, có một gia đình nọ thấy người hàng xóm của mình bị động đất, thời tiết khét nghiệt,có một số người bị chết thảm thương,một số người gần như sắp chết.Một gia đình nọ hứa sẽ giúp,người dân chờ hoài chưa thấy,ngày đêm nóng lòng,xót xa",1
299,động đất,"ơ động đất à? không phải
đấy là
Pollypastel đang đi lên
BOC đang đi xuống địa ngục https://t.co/KjgO1Ua85h",0
301,động đất,"Theo Trung tâm Mạng lưới Động đất Trung Quốc (CENC), một trận động đất mạnh 6,1 độ richter đã xảy ra vào lúc 7 giờ 49 phút ngày 30/1 (theo giờ Bắc Kinh), làm rung chuyển địa khu Aksu thuộc huyện Shaya, Khu tự trị Duy Ngô Nhĩ Tân Cương, Tây Bắc Trung Quốc. https://t.co/kACdD7xrRn",1
302,động đất,"@WoodyLightyearx Mainnet mở 14/3/2023 là mốc lịch sử trọng đại cứu cánh Nhân văn ý nghĩa vĩ đại nhất trong lúc dịch bệnh covit19 Đang hoành hành ,chiến tranh , bão lũ ,thiên tai ,động đất ...nếu bình yên hưởng thụ pi thì không có ý nghĩa gì cả, thời gian không",0
303,động đất,Ôm mẹ cái đống đất xuống mẹ địa ngục đi,0
304,động đất,sáng làm sound động đất à tối nó động đất thiệt má ơi cứu em thở với rung lắc vcl,0
306,động đất,"xíu tuổi mà đóng đạt dữ, mắt long lanh như ngấn lệ tới nơi. ngồi ở HN mà cảm nhận dc người chắc đang run rẩy từng hồi https://t.co/tTfLCKp5nE",0
307,động đất,@danchoidomains A tưởng động đất :))),1
308,động đất,"Ng* như mà tưởng thần đồng đất Việt :))
Vé bị mua nhượng là vé bán ra ko organic. 1 là tuồn chợ đen hoặc 2 là toàn đám seller tưởng ăn đc deal lớn nên tranh vé. Bán đắt quá nên không ma nào mua nên concert châu á còn 8x với 9x% thôi đó hả 🥹",0
309,động đất,Mẫu hợp đồng đặt cọc mua bán nhà đất [Đúng Chuẩn] mới nhất 2022 https://t.co/VMF1Wp4ZHA,0
310,động đất,"[INFO] 230128

Ủa động đất hả?!? Không, là TEMPTATION đang đi lên

'The Name Chapter: TEMPTATION' Melon TOP 100:

#3 Sugar Rush Ride (+1)
#6 Devil by the Window (+2)
#7 Tinnitus (+3)
#8 Farewell, Neverland (+3)
#9 Happy Fools (ft. Coi Leray) (+4)

#TXT #TOMORROW_X_TOGETHER https://t.co/AsUUh3oUEP",0
312,động đất,"@AZgeopolitics Đúng rồi, không phải là áp lực chính trị mà là chư hầu Mỹ thì có dám cãi lời Mỹ đâu. Cho Mỹ chiếm đóng đất nước mình để chính người dân Đức trở thành bia đỡ đạn cho Mỹ",0
313,động đất,"@MCoprap Đc mở đầu thấy cục Chaeng, xong bả hét cái chị tưởng động đất không",1
314,động đất,Động đất rung chuyển Nam California https://t.co/XmH8V05N6Z qua @YouTube,1
315,động đất,"Bạn gửi vàoEmail: apptudong@gmail.com để tôi gửi App Đánh Theo Cao Thủ - Tự động đặt lệnh (sao chép giao dịch) khi đang ngủ, 
và Danh sách Top 5 Cao Thủ giỏi nhất (lãi nhiều, rủi ro thấp)
#BTC #Bitcoin #Crypto #TradeCoin #Ryan #Viet #Vietnam #Nguyen",0
316,động đất,"Cao Thủ người Việt Nam: MacroReus (HMB Ventures), hơn 32 nghìn người theo dõi trên khắp thế giới.
Đánh theo Cao Thủ, khỏi lo mất ngủ
(Trade Long Order)
Bạn gửi vàoEmail: apptudong@gmail.com để tôi gửi App Đánh Theo Cao Thủ - Tự động đặt lệnh (sao chép) https://t.co/Sh9tlDADeM",0
318,động đất,"Phim nhạc hay
Nước màu đẹp
Và đóng đạt
#NeverLetMeGoSeriesEP7",0
319,động đất,"5 trường hợp bị vô hiệu hợp đồng đặt cọc
#batdongsan #dautubatdongsan #datnen #kinhnghiemdautu #batdongsangiare #nhadat https://t.co/mkgf3rBckA",0
320,động đất,"Ơ ĐỘNG ĐẤT À? KHÔNG PHẢI ĐẤY LÀ JENNIE DỰ CHANEL HAUTE COUTURE SHOW

JENNIE_AT_CHANEL_HAUTE_COUTURE
#⃣JENNIExCHANELCOUTURESS23

4H chiều hôm nay

#제니 #JENNIE @BLACKPINK https://t.co/vWZO0RgQkg",0
321,động đất,"Chúng tôi yêu cầu tất cả các nhà hoạt động đặt nội dung dưới hashtag được chia sẻ dưới đây để lên án nó.một số trang may mắn của Nó đã bị đốt cháy Ở Thụy điển.
#Quran",1
322,hỏa hoạn,"Mơ thấy hỏa hoạn báo hiệu điều gì? Đánh con gì may mắn?
https://t.co/jCnbJkskmg",0
325,hỏa hoạn,「Khi có hỏa hoạn xin đừng sử dụng thang máy https://t.co/XII0oFpo1w #vietnam,1
326,hỏa hoạn,https://t.co/XII0oFpo1w # #vietnam → Khi có hỏa hoạn xin đừng sử dụng thang máy,1
327,hỏa hoạn,"Hotel Eelectronic Safe - Best Home Safes Factory authentication

Best Home Safes Factory authentication để đảm bảo tài liệu được lưu trữ an toàn kể cả trong thiên tai hoả hoạn. Hiện tại các cửa hàng đại lý
https://t.co/pv4QJ93Md9 https://t.co/VElUu0XKfZ",0
328,hỏa hoạn,"#EVAN #meme #story #ibisPaintX 
Story#1 
[Vie] 
Cảnh sát: Anh điều tra ra được nguyên nhân hỏa hoạn chưa ?
Oskar: Tôi chưa tìm ra
Cũng là Oskar:
[Eng]
Police: Have you investigated the cause of the fire yet? 
Oskar (police): I haven't found it yet is 
Also Oskar: https://t.co/LJ1HICNbtE",1
329,hỏa hoạn,@Th61678340Nguyn Cháy quá là thành hỏa hoạn,0
330,hỏa hoạn,"Ngày 20-1, khoảng 500 người đã được sơ tán sau khi hỏa hoạn bùng phát tại một ngôi làng ở phía nam thủ đô #Seoul của Hàn Quốc. Đây là một trong những khu ổ chuột cuối cùng ở Hàn Quốc. 
#chay #tintuc #news #worldnews https://t.co/Y7uGTK3tZa",1
331,hỏa hoạn,「Khi có hỏa hoạn xin đừng sử dụng thang máy」 https://t.co/XII0oFpo1w,1
333,hỏa hoạn,"Đệm hơi cứu hộ là giải pháp duy nhất và hiệu quả nhất trong công tác cứu nạn cứu hộ khi xảy ra hỏa hoạn, động đất tại các tòa nhà cao tầng và khu trung cư. 

#demhoi #demhoicuuho #đệm_cứu_hộ #đệm_hơi_cứu_hộ

https://t.co/RPPN8GpWFb https://t.co/L1VVC13oHY",1
334,hỏa hoạn,"Hotel Room Laptop Safe Manufacturers - Best Home Safe Suppliers and Exporters best seller

Best Home Safe Suppliers and Exporters best seller để đảm bảo tài liệu được lưu trữ an toàn kể cả trong thiên tai hoả hoạn.
https://t.co/KHupwsaKN1 https://t.co/5td6Grhawq",1
336,hỏa hoạn,「Khi có hỏa hoạn xin đừng sử dụng thang máy」 https://t.co/XII0oFpo1w,1
337,hỏa hoạn,"Store Home Safes Suppliers and Exporters - Best Home Safes Suppliers and Exporters manufacturer

Best Home Safes Suppliers and Exporters manufacturer để đảm bảo tài liệu được lưu trữ an toàn kể cả trong thiên tai hoả hoạn.

https://t.co/P2s1WG4b2O https://t.co/1MNafYwr4z",1
338,hỏa hoạn,"Store Home Safes Suppliers and Exporters - Electronic Home Safe Factory hight quanlity

Electronic Home Safe Factory hight quanlity để đảm bảo tài liệu được lưu trữ an toàn kể cả trong thiên tai hoả hoạn

https://t.co/naDUK7ppT2 https://t.co/rK9s9zaT4W",1
339,hỏa hoạn,"Đã có những vụ nổ và hỏa hoạn tại Cape Fiolent gần Sevastopol ở Crimea, Ukraine tạm thời chiếm đóng.

Mũi đất Fiolent cách chiến tuyến khoảng 250 km, nơi phát xít Nga đang xâm lược Ukraine.",1
